primary,grade,disposition,wkt,radius_m
银山塔林风景区,4A,CONSTRUCTED,"POLYGON ((116.33026811174992 40.318848, 116.3302248556115 40.31796750107502, 116.33009550377653 40.317095481836006, 116.32988130197388 40.31624034030494, 116.32958431308401 40.315410311962225, 116.32920739727227 40.31461339043455, 116.32875418444397 40.313857250511866, 116.32822903928641 40.313149174234965, 116.32763701923452 40.31249598076548, 116.32698382576504 40.31190396071359, 116.32627574948815 40.31137881555603, 116.32551960956546 40.31092560272774, 116.32472268803778 40.310548686916, 116.32389265969506 40.31025169802612, 116.323037518164 40.31003749622347, 116.32216549892499 40.3099081443885, 116.321285 40.30986488825009, 116.32040450107502 40.3099081443885, 116.319532481836 40.31003749622347, 116.31867734030494 40.31025169802612, 116.31784731196223 40.310548686916, 116.31705039043455 40.31092560272774, 116.31629425051186 40.31137881555603, 116.31558617423497 40.31190396071359, 116.31493298076549 40.31249598076548, 116.3143409607136 40.313149174234965, 116.31381581555604 40.313857250511866, 116.31336260272774 40.31461339043455, 116.312985686916 40.315410311962225, 116.31268869802612 40.31624034030494, 116.31247449622347 40.317095481836006, 116.3123451443885 40.31796750107502, 116.31230188825009 40.318848, 116.3123451443885 40.31972849892499, 116.31247449622347 40.320600518164, 116.31268869802612 40.32145565969507, 116.312985686916 40.32228568803778, 116.31336260272774 40.32308260956545, 116.31381581555604 40.32383874948814, 116.3143409607136 40.32454682576504, 116.31493298076549 40.32520001923452, 116.31558617423497 40.32579203928641, 116.31629425051186 40.32631718444397, 116.31705039043455 40.32677039727226, 116.31784731196223 40.327147313084005, 116.31867734030494 40.327444301973884, 116.319532481836 40.32765850377653, 116.32040450107502 40.327787855611504, 116.321285 40.327831111749916, 116.32216549892499 40.327787855611504, 116.323037518164 40.32765850377653, 116.32389265969506 40.327444301973884, 116.32472268803778 40.327147313084005, 116.32551960956546 40.32677039727226, 116.32627574948815 40.32631718444397, 116.32698382576504 40.32579203928641, 116.32763701923452 40.32520001923452, 116.32822903928641 40.32454682576504, 116.32875418444397 40.32383874948814, 116.32920739727227 40.32308260956545, 116.32958431308401 40.32228568803778, 116.32988130197388 40.32145565969507, 116.33009550377653 40.320600518164, 116.3302248556115 40.31972849892499, 116.33026811174992 40.318848))",1000.0
银狐洞景区,2A,CONSTRUCTED,"POLYGON ((115.89811286704995 39.797787, 115.89808691336691 39.79725870064501, 115.89800930226592 39.7967354891016, 115.89788078118433 39.79622240418296, 115.8977025878504 39.79572438717734, 115.89747643836336 39.79524623426073, 115.89720451066638 39.794792550307115, 115.89688942357185 39.79436770454098, 115.89653421154071 39.79397578845929, 115.89614229545903 39.793620576428154, 115.89571744969288 39.79330548933362, 115.89526376573927 39.79303356163664, 115.89478561282267 39.7928074121496, 115.89428759581705 39.79262921881567, 115.8937745108984 39.792500697734084, 115.893251299355 39.7924230866331, 115.892723 39.79239713295005, 115.892194700645 39.7924230866331, 115.89167148910161 39.792500697734084, 115.89115840418296 39.79262921881567, 115.89066038717733 39.7928074121496, 115.89018223426073 39.79303356163664, 115.88972855030713 39.79330548933362, 115.88930370454098 39.793620576428154, 115.8889117884593 39.79397578845929, 115.88855657642816 39.79436770454098, 115.88824148933362 39.794792550307115, 115.88796956163665 39.79524623426073, 115.8877434121496 39.79572438717734, 115.88756521881568 39.79622240418296, 115.88743669773409 39.7967354891016, 115.8873590866331 39.79725870064501, 115.88733313295006 39.797787, 115.8873590866331 39.79831529935499, 115.88743669773409 39.7988385108984, 115.88756521881568 39.799351595817036, 115.8877434121496 39.79984961282266, 115.88796956163665 39.80032776573927, 115.88824148933362 39.800781449692884, 115.88855657642816 39.80120629545902, 115.8889117884593 39.80159821154071, 115.88930370454098 39.801953423571845, 115.88972855030713 39.80226851066638, 115.89018223426073 39.80254043836336, 115.89066038717733 39.8027665878504, 115.89115840418296 39.80294478118433, 115.89167148910161 39.803073302265915, 115.892194700645 39.8031509133669, 115.892723 39.80317686704995, 115.893251299355 39.8031509133669, 115.8937745108984 39.803073302265915, 115.89428759581705 39.80294478118433, 115.89478561282267 39.8027665878504, 115.89526376573927 39.80254043836336, 115.89571744969288 39.80226851066638, 115.89614229545903 39.801953423571845, 115.89653421154071 39.80159821154071, 115.89688942357185 39.80120629545902, 115.89720451066638 39.800781449692884, 115.89747643836336 39.80032776573927, 115.8977025878504 39.79984961282266, 115.89788078118433 39.799351595817036, 115.89800930226592 39.7988385108984, 115.89808691336691 39.79831529935499, 115.89811286704995 39.797787))",600.0
阳台山自然风景区,3A,CONSTRUCTED,"POLYGON ((116.10670811174991 40.067184, 116.1066648556115 40.06630350107501, 116.10653550377653 40.065431481836, 116.10632130197388 40.06457634030493, 116.106024313084 40.06374631196222, 116.10564739727226 40.06294939043455, 116.10519418444396 40.06219325051186, 116.1046690392864 40.06148517423496, 116.10407701923451 40.06083198076548, 116.10342382576503 40.06023996071359, 116.10271574948814 40.05971481555603, 116.10195960956545 40.05926160272774, 116.10116268803777 40.058884686915995, 116.10033265969506 40.058587698026116, 116.099477518164 40.05837349622347, 116.09860549892498 40.058244144388496, 116.097725 40.058200888250084, 116.09684450107501 40.058244144388496, 116.095972481836 40.05837349622347, 116.09511734030494 40.058587698026116, 116.09428731196222 40.058884686915995, 116.09349039043454 40.05926160272774, 116.09273425051185 40.05971481555603, 116.09202617423496 40.06023996071359, 116.09137298076548 40.06083198076548, 116.09078096071359 40.06148517423496, 116.09025581555603 40.06219325051186, 116.08980260272773 40.06294939043455, 116.08942568691599 40.06374631196222, 116.08912869802612 40.06457634030493, 116.08891449622347 40.065431481836, 116.0887851443885 40.06630350107501, 116.08874188825008 40.067184, 116.0887851443885 40.06806449892498, 116.08891449622347 40.068936518163994, 116.08912869802612 40.06979165969506, 116.08942568691599 40.070621688037775, 116.08980260272773 40.07141860956545, 116.09025581555603 40.072174749488134, 116.09078096071359 40.072882825765035, 116.09137298076548 40.07353601923452, 116.09202617423496 40.07412803928641, 116.09273425051185 40.07465318444397, 116.09349039043454 40.07510639727226, 116.09428731196222 40.075483313084, 116.09511734030494 40.07578030197388, 116.095972481836 40.07599450377653, 116.09684450107501 40.0761238556115, 116.097725 40.07616711174991, 116.09860549892498 40.0761238556115, 116.099477518164 40.07599450377653, 116.10033265969506 40.07578030197388, 116.10116268803777 40.075483313084, 116.10195960956545 40.07510639727226, 116.10271574948814 40.07465318444397, 116.10342382576503 40.07412803928641, 116.10407701923451 40.07353601923452, 116.1046690392864 40.072882825765035, 116.10519418444396 40.072174749488134, 116.10564739727226 40.07141860956545, 116.106024313084 40.070621688037775, 116.10632130197388 40.06979165969506, 116.10653550377653 40.068936518163994, 116.1066648556115 40.06806449892498, 116.10670811174991 40.067184))",1000.0
静之湖度假区景区,3A,CONSTRUCTED,"POLYGON ((116.43316548939993 40.253914, 116.4331308844892 40.25320960086001, 116.43302740302123 40.25251198546881, 116.4328560415791 40.25182787224395, 116.4326184504672 40.251163849569785, 116.43231691781781 40.25052631234764, 116.43195434755518 40.24992140040949, 116.43153423142913 40.24935493938798, 116.43106061538761 40.248832384612385, 116.43053806061202 40.248358768570874, 116.42997159959052 40.24793865244483, 116.42936668765236 40.24757608218219, 116.42872915043021 40.2472745495328, 116.42806512775604 40.2470369584209, 116.42738101453119 40.24686559697878, 116.42668339913999 40.246762115510805, 116.425979 40.246727510600074, 116.42527460086 40.246762115510805, 116.4245769854688 40.24686559697878, 116.42389287224395 40.2470369584209, 116.42322884956978 40.2472745495328, 116.42259131234763 40.24757608218219, 116.42198640040948 40.24793865244483, 116.42141993938797 40.248358768570874, 116.42089738461239 40.248832384612385, 116.42042376857087 40.24935493938798, 116.42000365244482 40.24992140040949, 116.41964108218218 40.25052631234764, 116.4193395495328 40.251163849569785, 116.4191019584209 40.25182787224395, 116.41893059697877 40.25251198546881, 116.4188271155108 40.25320960086001, 116.41879251060007 40.253914, 116.4188271155108 40.25461839913999, 116.41893059697877 40.255316014531196, 116.4191019584209 40.25600012775605, 116.4193395495328 40.25666415043022, 116.41964108218218 40.257301687652365, 116.42000365244482 40.25790659959051, 116.42042376857087 40.258473060612026, 116.42089738461239 40.25899561538762, 116.42141993938797 40.25946923142913, 116.42198640040948 40.25988934755517, 116.42259131234763 40.26025191781781, 116.42322884956978 40.26055345046721, 116.42389287224395 40.260791041579104, 116.4245769854688 40.260962403021225, 116.42527460086 40.2610658844892, 116.425979 40.26110048939993, 116.42668339913999 40.2610658844892, 116.42738101453119 40.260962403021225, 116.42806512775604 40.260791041579104, 116.42872915043021 40.26055345046721, 116.42936668765236 40.26025191781781, 116.42997159959052 40.25988934755517, 116.43053806061202 40.25946923142913, 116.43106061538761 40.25899561538762, 116.43153423142913 40.258473060612026, 116.43195434755518 40.25790659959051, 116.43231691781781 40.257301687652365, 116.4326184504672 40.25666415043022, 116.4328560415791 40.25600012775605, 116.43302740302123 40.255316014531196, 116.4331308844892 40.25461839913999, 116.43316548939993 40.253914))",800.0
顺义区东江公园,3A,CONSTRUCTED,"POLYGON ((116.78363255587495 40.163583, 116.78361092780574 40.16314275053751, 116.78354625188825 40.162706740918004, 116.78343915098694 40.16227917015247, 116.783290656542 40.161864155981114, 116.78310219863613 40.161465695217274, 116.78287559222198 40.16108762525593, 116.7826130196432 40.160733587117484, 116.78231700961726 40.16040699038275, 116.78199041288251 40.1601109803568, 116.78163637474407 40.15984840777802, 116.78125830478272 40.15962180136387, 116.78085984401888 40.159433343458, 116.78044482984753 40.15928484901306, 116.780017259082 40.15917774811174, 116.7795812494625 40.15911307219425, 116.779141 40.159091444125046, 116.7787007505375 40.15911307219425, 116.77826474091799 40.15917774811174, 116.77783717015247 40.15928484901306, 116.77742215598111 40.159433343458, 116.77702369521727 40.15962180136387, 116.77664562525592 40.15984840777802, 116.77629158711748 40.1601109803568, 116.77596499038273 40.16040699038275, 116.7756689803568 40.160733587117484, 116.77540640777801 40.16108762525593, 116.77517980136386 40.161465695217274, 116.774991343458 40.161864155981114, 116.77484284901306 40.16227917015247, 116.77473574811174 40.162706740918004, 116.77467107219425 40.16314275053751, 116.77464944412505 40.163583, 116.77467107219425 40.164023249462495, 116.77473574811174 40.164459259082, 116.77484284901306 40.16488682984753, 116.774991343458 40.16530184401889, 116.77517980136386 40.16570030478273, 116.77540640777801 40.166078374744075, 116.7756689803568 40.16643241288252, 116.77596499038273 40.16675900961726, 116.77629158711748 40.16705501964321, 116.77664562525592 40.167317592221984, 116.77702369521727 40.167544198636136, 116.77742215598111 40.16773265654201, 116.77783717015247 40.16788115098694, 116.77826474091799 40.16798825188827, 116.7787007505375 40.16805292780575, 116.779141 40.16807455587496, 116.7795812494625 40.16805292780575, 116.780017259082 40.16798825188827, 116.78044482984753 40.16788115098694, 116.78085984401888 40.16773265654201, 116.78125830478272 40.167544198636136, 116.78163637474407 40.167317592221984, 116.78199041288251 40.16705501964321, 116.78231700961726 40.16675900961726, 116.7826130196432 40.16643241288252, 116.78287559222198 40.166078374744075, 116.78310219863613 40.16570030478273, 116.783290656542 40.16530184401889, 116.78343915098694 40.16488682984753, 116.78354625188825 40.164459259082, 116.78361092780574 40.164023249462495, 116.78363255587495 40.163583))",500.0
顺义奥林匹克水上公园,4A,CONSTRUCTED,"POLYGON ((116.69120155587495 40.179336, 116.69117992780575 40.17889575053751, 116.69111525188826 40.178459740918, 116.69100815098695 40.17803217015247, 116.690859656542 40.17761715598111, 116.69067119863614 40.17721869521727, 116.690444592222 40.17684062525593, 116.6901820196432 40.17648658711748, 116.68988600961727 40.17615999038274, 116.68955941288252 40.175863980356795, 116.68920537474408 40.17560140777802, 116.68882730478273 40.175374801363866, 116.68842884401889 40.175186343457995, 116.68801382984753 40.17503784901306, 116.68758625908201 40.174930748111734, 116.6871502494625 40.17486607219425, 116.68671 40.17484444412504, 116.6862697505375 40.17486607219425, 116.685833740918 40.174930748111734, 116.68540617015248 40.17503784901306, 116.68499115598112 40.175186343457995, 116.68459269521728 40.175374801363866, 116.68421462525593 40.17560140777802, 116.6838605871175 40.175863980356795, 116.68353399038274 40.17615999038274, 116.68323798035681 40.17648658711748, 116.68297540777802 40.17684062525593, 116.68274880136387 40.17721869521727, 116.68256034345801 40.17761715598111, 116.68241184901306 40.17803217015247, 116.68230474811175 40.178459740918, 116.68224007219426 40.17889575053751, 116.68221844412506 40.179336, 116.68224007219426 40.17977624946249, 116.68230474811175 40.180212259082, 116.68241184901306 40.18063982984753, 116.68256034345801 40.18105484401889, 116.68274880136387 40.18145330478273, 116.68297540777802 40.18183137474407, 116.68323798035681 40.18218541288252, 116.68353399038274 40.182512009617255, 116.6838605871175 40.182808019643204, 116.68421462525593 40.18307059222198, 116.68459269521728 40.18329719863613, 116.68499115598112 40.183485656542004, 116.68540617015248 40.18363415098694, 116.685833740918 40.183741251888264, 116.6862697505375 40.18380592780575, 116.68671 40.183827555874956, 116.6871502494625 40.18380592780575, 116.68758625908201 40.183741251888264, 116.68801382984753 40.18363415098694, 116.68842884401889 40.183485656542004, 116.68882730478273 40.18329719863613, 116.68920537474408 40.18307059222198, 116.68955941288252 40.182808019643204, 116.68988600961727 40.182512009617255, 116.6901820196432 40.18218541288252, 116.690444592222 40.18183137474407, 116.69067119863614 40.18145330478273, 116.690859656542 40.18105484401889, 116.69100815098695 40.18063982984753, 116.69111525188826 40.180212259082, 116.69117992780575 40.17977624946249, 116.69120155587495 40.179336))",500.0
首钢工业文化旅游区,3A,NOT_FOUND,,
马栏旅游景区,3A,CONSTRUCTED,"POLYGON ((115.69186424469997 39.936276, 115.6918469422446 39.935923800430004, 115.69179520151062 39.9355749927344, 115.69170952078956 39.93523293612198, 115.6915907252336 39.93490092478489, 115.6914399589089 39.93458215617382, 115.69125867377758 39.93427970020474, 115.69104861571456 39.93399646969399, 115.6908118076938 39.933735192306195, 115.69055053030601 39.933498384285436, 115.69026729979525 39.93328832622241, 115.68996484382617 39.93310704109109, 115.68964607521511 39.9329562747664, 115.68931406387803 39.93283747921045, 115.6889720072656 39.932751798489384, 115.68862319956999 39.9327000577554, 115.688271 39.932682755300036, 115.68791880043001 39.9327000577554, 115.6875699927344 39.932751798489384, 115.68722793612197 39.93283747921045, 115.68689592478489 39.9329562747664, 115.68657715617383 39.93310704109109, 115.68627470020475 39.93328832622241, 115.68599146969399 39.933498384285436, 115.6857301923062 39.933735192306195, 115.68549338428544 39.93399646969399, 115.68528332622242 39.93427970020474, 115.6851020410911 39.93458215617382, 115.6849512747664 39.93490092478489, 115.68483247921044 39.93523293612198, 115.68474679848939 39.9355749927344, 115.6846950577554 39.935923800430004, 115.68467775530003 39.936276, 115.6846950577554 39.936628199569995, 115.68474679848939 39.9369770072656, 115.68483247921044 39.93731906387802, 115.6849512747664 39.93765107521511, 115.6851020410911 39.93796984382618, 115.68528332622242 39.93827229979526, 115.68549338428544 39.93855553030601, 115.6857301923062 39.938816807693804, 115.68599146969399 39.93905361571456, 115.68627470020475 39.93926367377759, 115.68657715617383 39.93944495890891, 115.68689592478489 39.9395957252336, 115.68722793612197 39.93971452078955, 115.6875699927344 39.939800201510614, 115.68791880043001 39.9398519422446, 115.688271 39.93986924469996, 115.68862319956999 39.9398519422446, 115.6889720072656 39.939800201510614, 115.68931406387803 39.93971452078955, 115.68964607521511 39.9395957252336, 115.68996484382617 39.93944495890891, 115.69026729979525 39.93926367377759, 115.69055053030601 39.93905361571456, 115.6908118076938 39.938816807693804, 115.69104861571456 39.93855553030601, 115.69125867377758 39.93827229979526, 115.6914399589089 39.93796984382618, 115.6915907252336 39.93765107521511, 115.69170952078956 39.93731906387802, 115.69179520151062 39.9369770072656, 115.6918469422446 39.936628199569995, 115.69186424469997 39.936276))",400.0
黄芩仙谷景区,3A,CONSTRUCTED,"POLYGON ((115.67078011174992 39.96671, 115.67073685561151 39.965829501075014, 115.67060750377654 39.964957481836, 115.67039330197389 39.96410234030493, 115.67009631308402 39.96327231196222, 115.66971939727227 39.96247539043455, 115.66926618444397 39.96171925051186, 115.66874103928642 39.96101117423496, 115.66814901923452 39.96035798076548, 115.66749582576504 39.95976596071359, 115.66678774948815 39.95924081555603, 115.66603160956547 39.95878760272774, 115.66523468803778 39.958410686916, 115.66440465969507 39.95811369802612, 115.663549518164 39.95789949622347, 115.66267749892499 39.9577701443885, 115.661797 39.957726888250086, 115.66091650107502 39.9577701443885, 115.66004448183601 39.95789949622347, 115.65918934030495 39.95811369802612, 115.65835931196223 39.958410686916, 115.65756239043455 39.95878760272774, 115.65680625051186 39.95924081555603, 115.65609817423497 39.95976596071359, 115.6554449807655 39.96035798076548, 115.6548529607136 39.96101117423496, 115.65432781555604 39.96171925051186, 115.65387460272774 39.96247539043455, 115.653497686916 39.96327231196222, 115.65320069802613 39.96410234030493, 115.65298649622348 39.964957481836, 115.6528571443885 39.965829501075014, 115.6528138882501 39.96671, 115.6528571443885 39.967590498924984, 115.65298649622348 39.968462518163996, 115.65320069802613 39.969317659695065, 115.653497686916 39.97014768803778, 115.65387460272774 39.97094460956545, 115.65432781555604 39.971700749488136, 115.6548529607136 39.97240882576504, 115.6554449807655 39.97306201923452, 115.65609817423497 39.97365403928641, 115.65680625051186 39.97417918444397, 115.65756239043455 39.97463239727226, 115.65835931196223 39.975009313084, 115.65918934030495 39.97530630197388, 115.66004448183601 39.97552050377653, 115.66091650107502 39.9756498556115, 115.661797 39.97569311174991, 115.66267749892499 39.9756498556115, 115.663549518164 39.97552050377653, 115.66440465969507 39.97530630197388, 115.66523468803778 39.975009313084, 115.66603160956547 39.97463239727226, 115.66678774948815 39.97417918444397, 115.66749582576504 39.97365403928641, 115.66814901923452 39.97306201923452, 115.66874103928642 39.97240882576504, 115.66926618444397 39.971700749488136, 115.66971939727227 39.97094460956545, 115.67009631308402 39.97014768803778, 115.67039330197389 39.969317659695065, 115.67060750377654 39.968462518163996, 115.67073685561151 39.967590498924984, 115.67078011174992 39.96671))",1000.0
黑龙潭旅游区,4A,CONSTRUCTED,"POLYGON ((116.77469455587494 40.563743, 116.77467292780574 40.56330275053751, 116.77460825188825 40.562866740918004, 116.77450115098694 40.56243917015247, 116.77435265654199 40.56202415598111, 116.77416419863613 40.56162569521727, 116.77393759222198 40.56124762525593, 116.77367501964319 40.560893587117484, 116.77337900961726 40.560566990382746, 116.7730524128825 40.5602709803568, 116.77269837474407 40.56000840777802, 116.77232030478272 40.55978180136387, 116.77192184401888 40.559593343458, 116.77150682984752 40.55944484901306, 116.771079259082 40.55933774811174, 116.7706432494625 40.55927307219425, 116.770203 40.559251444125046, 116.7697627505375 40.55927307219425, 116.76932674091799 40.55933774811174, 116.76889917015247 40.55944484901306, 116.76848415598111 40.559593343458, 116.76808569521727 40.55978180136387, 116.76770762525592 40.56000840777802, 116.76735358711748 40.5602709803568, 116.76702699038273 40.560566990382746, 116.7667309803568 40.560893587117484, 116.766468407778 40.56124762525593, 116.76624180136386 40.56162569521727, 116.766053343458 40.56202415598111, 116.76590484901305 40.56243917015247, 116.76579774811174 40.562866740918004, 116.76573307219425 40.56330275053751, 116.76571144412505 40.563743, 116.76573307219425 40.564183249462495, 116.76579774811174 40.564619259082, 116.76590484901305 40.56504682984753, 116.766053343458 40.56546184401889, 116.76624180136386 40.56586030478273, 116.766468407778 40.566238374744074, 116.7667309803568 40.56659241288252, 116.76702699038273 40.56691900961726, 116.76735358711748 40.56721501964321, 116.76770762525592 40.567477592221984, 116.76808569521727 40.567704198636136, 116.76848415598111 40.56789265654201, 116.76889917015247 40.56804115098694, 116.76932674091799 40.56814825188827, 116.7697627505375 40.56821292780575, 116.770203 40.56823455587496, 116.7706432494625 40.56821292780575, 116.771079259082 40.56814825188827, 116.77150682984752 40.56804115098694, 116.77192184401888 40.56789265654201, 116.77232030478272 40.567704198636136, 116.77269837474407 40.567477592221984, 116.7730524128825 40.56721501964321, 116.77337900961726 40.56691900961726, 116.77367501964319 40.56659241288252, 116.77393759222198 40.566238374744074, 116.77416419863613 40.56586030478273, 116.77435265654199 40.56546184401889, 116.77450115098694 40.56504682984753, 116.77460825188825 40.564619259082, 116.77467292780574 40.564183249462495, 116.77469455587494 40.563743))",500.0
北京冶仙塔旅游风景区,,CONSTRUCTED,"POLYGON ((116.86510015033652 40.40046800917939, 116.86508284788114 40.400115809609396, 116.86503110714716 40.399767001913794, 116.8649454264261 40.39942494530137, 116.86482663087014 40.39909293396428, 116.86467586454545 40.39877416535321, 116.86449457941413 40.39847170938413, 116.86428452135111 40.39818847887338, 116.86404771333035 40.39792720148559, 116.86378643594256 40.39769039346483, 116.8635032054318 40.3974803354018, 116.86320074946272 40.39729905027048, 116.86288198085165 40.39714828394579, 116.86254996951457 40.39702948838984, 116.86220791290215 40.39694380766878, 116.86185910520653 40.39689206693479, 116.86150690563655 40.39687476447943, 116.86115470606656 40.39689206693479, 116.86080589837094 40.39694380766878, 116.86046384175852 40.39702948838984, 116.86013183042144 40.39714828394579, 116.85981306181037 40.39729905027048, 116.8595106058413 40.3974803354018, 116.85922737533053 40.39769039346483, 116.85896609794274 40.39792720148559, 116.85872928992198 40.39818847887338, 116.85851923185896 40.39847170938413, 116.85833794672764 40.39877416535321, 116.85818718040295 40.39909293396428, 116.85806838484699 40.39942494530137, 116.85798270412593 40.399767001913794, 116.85793096339195 40.400115809609396, 116.85791366093657 40.40046800917939, 116.85793096339195 40.40082020874939, 116.85798270412593 40.40116901644499, 116.85806838484699 40.401511073057414, 116.85818718040295 40.4018430843945, 116.85833794672764 40.40216185300557, 116.85851923185896 40.40246430897465, 116.85872928992198 40.402747539485404, 116.85896609794274 40.4030088168732, 116.85922737533053 40.403245624893955, 116.8595106058413 40.40345568295698, 116.85981306181037 40.4036369680883, 116.86013183042144 40.403787734412994, 116.86046384175852 40.40390652996894, 116.86080589837094 40.40399221069001, 116.86115470606656 40.40404395142399, 116.86150690563655 40.404061253879355, 116.86185910520653 40.40404395142399, 116.86220791290215 40.40399221069001, 116.86254996951457 40.40390652996894, 116.86288198085165 40.403787734412994, 116.86320074946272 40.4036369680883, 116.8635032054318 40.40345568295698, 116.86378643594256 40.403245624893955, 116.86404771333035 40.4030088168732, 116.86428452135111 40.402747539485404, 116.86449457941413 40.40246430897465, 116.86467586454545 40.40216185300557, 116.86482663087014 40.4018430843945, 116.8649454264261 40.401511073057414, 116.86503110714716 40.40116901644499, 116.86508284788114 40.40082020874939, 116.86510015033652 40.40046800917939))",400.0
北京密云桃源仙谷风景区,,CONSTRUCTED,"POLYGON ((116.79158455119688 40.54021667036531, 116.7915672487415 40.539864470795315, 116.79151550800752 40.53951566309971, 116.79142982728646 40.53917360648729, 116.7913110317305 40.5388415951502, 116.79116026540581 40.53852282653913, 116.79097898027449 40.53822037057005, 116.79076892221147 40.5379371400593, 116.79053211419071 40.537675862671506, 116.79027083680292 40.53743905465075, 116.78998760629216 40.53722899658772, 116.78968515032308 40.5370477114564, 116.78936638171201 40.53689694513171, 116.78903437037494 40.53677814957576, 116.78869231376251 40.536692468854696, 116.7883435060669 40.53664072812071, 116.7879913064969 40.53662342566535, 116.78763910692692 40.53664072812071, 116.7872902992313 40.536692468854696, 116.78694824261888 40.53677814957576, 116.7866162312818 40.53689694513171, 116.78629746267073 40.5370477114564, 116.78599500670165 40.53722899658772, 116.7857117761909 40.53743905465075, 116.7854504988031 40.537675862671506, 116.78521369078234 40.5379371400593, 116.78500363271932 40.53822037057005, 116.784822347588 40.53852282653913, 116.78467158126331 40.5388415951502, 116.78455278570735 40.53917360648729, 116.78446710498629 40.53951566309971, 116.78441536425231 40.539864470795315, 116.78439806179694 40.54021667036531, 116.78441536425231 40.540568869935306, 116.78446710498629 40.54091767763091, 116.78455278570735 40.54125973424333, 116.78467158126331 40.54159174558042, 116.784822347588 40.54191051419149, 116.78500363271932 40.54221297016057, 116.78521369078234 40.54249620067132, 116.7854504988031 40.542757478059116, 116.7857117761909 40.542994286079875, 116.78599500670165 40.5432043441429, 116.78629746267073 40.54338562927422, 116.7866162312818 40.54353639559891, 116.78694824261888 40.54365519115486, 116.7872902992313 40.543740871875926, 116.78763910692692 40.54379261260991, 116.7879913064969 40.543809915065275, 116.7883435060669 40.54379261260991, 116.78869231376251 40.543740871875926, 116.78903437037494 40.54365519115486, 116.78936638171201 40.54353639559891, 116.78968515032308 40.54338562927422, 116.78998760629216 40.5432043441429, 116.79027083680292 40.542994286079875, 116.79053211419071 40.542757478059116, 116.79076892221147 40.54249620067132, 116.79097898027449 40.54221297016057, 116.79116026540581 40.54191051419149, 116.7913110317305 40.54159174558042, 116.79142982728646 40.54125973424333, 116.79151550800752 40.54091767763091, 116.7915672487415 40.540568869935306, 116.79158455119688 40.54021667036531))",400.0
北京海洋馆,,CONSTRUCTED,"POLYGON ((116.3383961946483 39.943338513646985, 116.33837889219292 39.94298631407699, 116.33832715145894 39.94263750638139, 116.33824147073788 39.94229544976896, 116.33812267518192 39.94196343843188, 116.33797190885723 39.9416446698208, 116.33779062372591 39.941342213851726, 116.33758056566289 39.94105898334097, 116.33734375764213 39.94079770595318, 116.33708248025434 39.94056089793242, 116.33679924974358 39.940350839869396, 116.3364967937745 39.94016955473808, 116.33617802516343 39.94001878841338, 116.33584601382636 39.939899992857434, 116.33550395721393 39.93981431213637, 116.33515514951831 39.93976257140238, 116.33480294994833 39.93974526894702, 116.33445075037834 39.93976257140238, 116.33410194268272 39.93981431213637, 116.3337598860703 39.939899992857434, 116.33342787473322 39.94001878841338, 116.33310910612215 39.94016955473808, 116.33280665015307 39.940350839869396, 116.33252341964231 39.94056089793242, 116.33226214225452 39.94079770595318, 116.33202533423376 39.94105898334097, 116.33181527617074 39.941342213851726, 116.33163399103942 39.9416446698208, 116.33148322471473 39.94196343843188, 116.33136442915877 39.94229544976896, 116.33127874843771 39.94263750638139, 116.33122700770373 39.94298631407699, 116.33120970524836 39.943338513646985, 116.33122700770373 39.94369071321698, 116.33127874843771 39.94403952091258, 116.33136442915877 39.94438157752501, 116.33148322471473 39.94471358886209, 116.33163399103942 39.94503235747317, 116.33181527617074 39.945334813442244, 116.33202533423376 39.945618043953, 116.33226214225452 39.94587932134079, 116.33252341964231 39.94611612936155, 116.33280665015307 39.946326187424575, 116.33310910612215 39.94650747255589, 116.33342787473322 39.94665823888059, 116.3337598860703 39.946777034436536, 116.33410194268272 39.9468627151576, 116.33445075037834 39.94691445589159, 116.33480294994833 39.94693175834695, 116.33515514951831 39.94691445589159, 116.33550395721393 39.9468627151576, 116.33584601382636 39.946777034436536, 116.33617802516343 39.94665823888059, 116.3364967937745 39.94650747255589, 116.33679924974358 39.946326187424575, 116.33708248025434 39.94611612936155, 116.33734375764213 39.94587932134079, 116.33758056566289 39.945618043953, 116.33779062372591 39.945334813442244, 116.33797190885723 39.94503235747317, 116.33812267518192 39.94471358886209, 116.33824147073788 39.94438157752501, 116.33832715145894 39.94403952091258, 116.33837889219292 39.94369071321698, 116.3383961946483 39.943338513646985))",400.0
